Organization/Person Name,Description,Organization/Person Name URL,Specific VC Binary
Angel Challenge,Angel Challenge is a workshop based program for angel investors and startups.,https://www.crunchbase.com/organization/angel-challenge,
Alexander Müller,"Alexander Graubner-Müller is based out of Stadt Hamburg, Hamburg and is the Co-CEO and Founder of Reneo. Alexander previously worked at Stad...",https://www.crunchbase.com/person/alexander-graubner-mller,
Nils Regge,"Nils is a serial entrepreneur and company builder with a long-standing passion for health and biomedicine. At Apollo, Nils brings deal makin...",https://www.crunchbase.com/person/nils-regge,
Vestman Energia,"Vestman Energia is active in forestry and arable land, including organic farming, forestry management and renewable energy.",https://www.crunchbase.com/organization/vestman-energia,
Harri Manninen,Harri Manninen - Founding Partner @ Play Ventures,https://www.crunchbase.com/person/harri-manninen,
Barikuta Partners,Barikuta Partners is the Family Office of Markus Rinderer. We mostly invest with our investment company Raetikon Capital.,https://www.crunchbase.com/organization/barikuta-partners,
Innospace,InnoSpace is an entrepreneurial service platform focused on the Internet / mobile internet for ultra-short term.,https://www.crunchbase.com/organization/innospace-0574,
KRONE,"KRONE manufactures and sells machinery that helps in agriculture, including disc mowers, rotary tedders, rotary rakes, and forage wagons.",https://www.crunchbase.com/organization/krone-c94a,
Lithuanian-American Innovation Award,Lithuanian-American Innovation established by the Baltic American Freedom Foundation the Innovation Agency - Lithuania and the U.S. Embassy.,https://www.crunchbase.com/organization/lithuanian-american-innovation-award,
BUBA Campus,BUBA Campus provides an entrepreneurship ecosystem and acts as an incubation center for startups.,https://www.crunchbase.com/organization/buba-campus,
Alex Nevinskiy,"Alex is a co-founder of Somersault Ventures. Over his 15+ years in VC, Alex has gone from investing in hard science of fuel cell and biotech...",https://www.crunchbase.com/person/alexander-nevinskiy,
EMESA Corporación Empresarial,EMESA Corporación Empresarial aims to find business potential by encouraging enthusiastic and committed people to develop a vibrant society.,https://www.crunchbase.com/organization/emesa-corporacion-empresarial,
Bulgarian Development Bank,Bulgarian Development Bank is a leading Bulgarian development and commercial bank.,https://www.crunchbase.com/organization/bulgarian-development-bank,
Goldbach Group AG,"Goldbach Group AG is a media production company that provides online, Internet TV, mobile and game marketing.",https://www.crunchbase.com/organization/goldbach-group-ag,
Christian Bertermann,"Christian Bertermann is the founder and managing director of Auto1.com. Previously, he worked as the vice president of product at Groupon. ...",https://www.crunchbase.com/person/christian-bertermann,
Hibernia Capital,Family Investment Office,https://www.crunchbase.com/organization/hibernia-capital-612f,
Michael Sokolov,"I develop, scale and invest in fin tech, SaaS, ecom and creator economy",https://www.crunchbase.com/person/mikhail-sokolov-b799,
Alan Metcalfe,"Managing Director - Ireland & International at FULFIL. MBA, Saïd Business School, University of Oxford.",https://www.crunchbase.com/person/alan-metcalfe,
Alex Kummerman,"Alex Bryan Kummerman is a seasoned entrepreneur, technologist, and innovator with over three decades of experience in the tech industry. As ...",https://www.crunchbase.com/person/alex-kummerman,
Ideon Financial Solutions,"Ideon Financial Solutions provides finance consulting to financial institutions, businesses, entrepreneurs and individuals.",https://www.crunchbase.com/organization/ideon-fs,
Misha Gopaul,Misha is a serial entrepreneur with nearly two decades of experience founding and running successful technology companies. He started his f...,https://www.crunchbase.com/person/misha-gopaul,
ONLINE ONLY,We invest in Internet businesses that sell digital services or goods.,https://www.crunchbase.com/organization/online-only,
Eldor Group,Eldor Group is a dynamic group that invests in excellence and innovation.,https://www.crunchbase.com/organization/eldor-group,
Markus Ertler,"Markus Ertler is based out of Vienna, Wien, and is the Co-Founder of Angels United. Markus previously worked at startup300 as a Member Of Th...",https://www.crunchbase.com/person/markus-ertler-5fe6,
Trentino Sviluppo,Trentino Sviluppo is the agency set up by the Autonomous Province of Trento to foster the sustainable development of the Trentino system.,https://www.crunchbase.com/organization/trentino-sviluppo,
Techcelerator,Techcelerator is a 10 weeks acceleration and funding program in Romania.,https://www.crunchbase.com/organization/techcelerator-1275,
Volksbank Mittweida eG,Volksbank Mittweida eG is a co-operative Bank.,https://www.crunchbase.com/organization/volksbank-mittweida-eg,
Gökhan Eyigün,"In 2007, Mr. Eyigün joined Sabancı Group where he contributed to Strategy and Business Development department at various executive roles unt...",https://www.crunchbase.com/person/gökhan-eyigün,
ZenPharma Limited,Zen Pharma is a pharmaceutical manufacturing company.,https://www.crunchbase.com/organization/zenpharma-limited,
Daniel McPherson,Daniel McPherson has founded and successfully exited several companies in the UK and US. He has made about 20 investments and is now also fo...,https://www.crunchbase.com/person/daniel-mcpherson,
Spodeal,"Spodeal is a sports marketing and consulting organization that offers project management, merchandising and event management services.",https://www.crunchbase.com/organization/spodeal,
Techpeaks,Techpeaks facilitates accelerator programs for individuals and professionals interested in the information technology sector.,https://www.crunchbase.com/organization/techpeaks,
Touzimsky Kapital,Touzimsky Kapital is an advisory services provider that invests in interesting targets and provides advisory services for investments.,https://www.crunchbase.com/organization/touzimsky-kapital,
Blue planet climate protection risk capital fund,climate-tech thematic VC,https://www.crunchbase.com/organization/blue-planet-climate-protection-risk-capital-fund,
Stairways,"Incubator providing experience, time and tech know-how to help and advice early stage start ups.",https://www.crunchbase.com/organization/stairways,
Mathieu Tarnus,Mathieu Tarnus - CEO & Founder @ Sarbacane Software,https://www.crunchbase.com/person/mathieu-tarnus,
Güler Holding,Güler Holding is an investment firm based in Istanbul.,https://www.crunchbase.com/organization/güler-holding,
Luis Sanz,"Based in Olapic’s New York headquarters, Sanz serves two roles as Chief Operating Officer and as head of technology and product development....",https://www.crunchbase.com/person/luis-sanz,
EOS technologies,"EOS technologies provides client and resource management solutions for health, aged, and community care sectors.",https://www.crunchbase.com/organization/eos-technologies,
Barcelona Loves Entrepreneurs,Barcelona Loves Entrepreneurs ( BLE ) is a socially based initiative that works with the aim of making Barcelona.,https://www.crunchbase.com/organization/barcelona-loves-entrepreneurs,
Laura Gonzalez-Estefani,"Before founding and becoming the CEO of TheVentureCity, Laura spent 8+ years at Facebook. First three years she worked as Country Manager fo...",https://www.crunchbase.com/person/laura-gonzález-estéfani,
CFB Croissance & Innovation,CFB Croissance & Innovation provides necessary capital for their development or capital organization projects.,https://www.crunchbase.com/organization/cfb-croissance-innovation,
Tim Rath,Tim Rath,https://www.crunchbase.com/person/tim-rath,
Transylvania Angels Network,Transylvania Angels Network is an initiative created for bringing together business people interested.,https://www.crunchbase.com/organization/transylvania-angels-network,
Oradell Capital,Oradell Capital is a venture capital fund investing in start-up companies.,https://www.crunchbase.com/organization/oradell-capital,
Emre Kenci,Emre Kenci,https://www.crunchbase.com/person/emre-kenci,
Sam Nurmi,"Sam Nurmi is the Founder, CEO and Owner of Roboten.",https://www.crunchbase.com/person/sam-nurmi,
Angels4Angels,"Angels4Angels fund early stage entrepreneurial ventures, backing businesses that could not otherwise be undertaken.",https://www.crunchbase.com/organization/angels4angels,
Eyad Albayouk,Eyad Albayouk,https://www.crunchbase.com/person/eyad-albayouk,
Sport Social Business Lab,The Sport Social Business Lab bases the program on a dual approach  INNOVATE and CONNECT,https://www.crunchbase.com/organization/sport-social-business-lab,
Foundation for technological innovation,Foundation for technological innovation provides support for start-up founders with projects based in the business and residential area.,https://www.crunchbase.com/organization/foundation-for-technological-innovation,
Kağan Sümer,Kağan Sümer is the CEO and co-founder of Gorillas.,https://www.crunchbase.com/person/kağan-sümer,
WCA International,WCA International is an investment firm that invests in blockchains.,https://www.crunchbase.com/organization/wca-international,
