Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary,pred_label
Holland Capital,Holland Capital is an independent private equity firm focused on early- and late-stage venture investments.,https://www.crunchbase.com/organization/holland-venture,,0
The Yield Lab,"The Yield Lab North America invests in AgriFood Tech companies with technologies focused on crops, animal health, digital ag and logistics.",https://www.crunchbase.com/organization/the-yield-lab,,1
ABN AMRO Fund,"ABN AMRO's investment arm makes investments in early-, mid-, and late-stage companies around the world",https://www.crunchbase.com/organization/abn-amro,,0
Tess Ventures,Tess Ventures is a boutique Silicon Valley-based venture capital firm that is actively building a decentralized and smart future.,https://www.crunchbase.com/organization/tess-ventures,,1
Endeavor,"Endeavor supports high-impact entrepreneurs around the world. Endeavor Catalyst is the rules-based, co-investment fund of Endeavor.",https://www.crunchbase.com/organization/endeavor,,0
Buildit VC,"Buildit, Accelerator of Things, for startups in Industry 4.0",https://www.crunchbase.com/organization/buildit,,1
Innovatiefonds Noord-Holland,"Seed Capital, Start-ups, SMEs, North-Holland, Sustainability, Circular Economy, ICT, Life Science, MedTech",https://www.crunchbase.com/organization/innovatiefonds-noord-holland,,0
Day One Capital,Day One Capital is an early-stage venture capital fund that works with entrepreneurs and technology start-ups from Europe.,https://www.crunchbase.com/organization/day-one-capital,,0
MRL Ventures Fund,MRL Ventures is Merck’s independent early-stage therapeutics venture capital fund.,https://www.crunchbase.com/organization/mrl-venture-fund,,1
Riverside Acceleration Capital,Riverside Acceleration Capital provides flexible growth capital to expansion-stage B2B software and technology companies.,https://www.crunchbase.com/organization/riverside-acceleration-capital,,0
Acre Venture Partners,Acre invests in companies creating fundamental change within food and agriculture.,https://www.crunchbase.com/organization/acre-venture-partners,,1
Seroba Life Sciences,"Seroba is a life sciences venture capital firm, focused on investing in breakthrough healthcare technologies.",https://www.crunchbase.com/organization/seroba-life-sciences,,1
Stormbreaker Ventures,Stormbreaker is an early-stage Venture Fund Helping Fellow Founders Along Their Journey,https://www.crunchbase.com/organization/stormbreaker-venture-group,,0
Opes Impact Fund,"Opes Impact Fund, an Italy-based venture capital fund, supports the development of enterprises that aim to make a positive social impact.",https://www.crunchbase.com/organization/opes-impact-fund,,1
Concrete Rose Capital,Concrete Rose Capital operates as an early-stage investment platform that primarily invests in companies serving underrepresented consumers.,https://www.crunchbase.com/organization/concrete-rose-capital,,0
Singularity University Ventures,The Ventures division of Singularity University.,https://www.crunchbase.com/organization/singularity-university-ventures,,0
Launchpad Digital Health,Launchpad Digital Health is an early-stage investor and mentor in digital health,https://www.crunchbase.com/organization/launchpad-digital-health,,1
Early Game Ventures,Early Game Ventures invests in startups in the emerging markets of Europe.,https://www.crunchbase.com/organization/early-game-ventures,,0
Kudos Ventures,Kudos Ventures is a venture capital firm.,https://www.crunchbase.com/organization/kudos-ventures,,0
Unovis Asset Management,Unovis Asset Management partners with investment firms to develop plant-based and cultivate replacements to animal products.,https://www.crunchbase.com/organization/unovis-asset-management-be7b,,1
New Business Venture Fund,"New Business Venture Fund is an Icelandic, state-owned, ever-green investment fund focused on innovation and startup companies.",https://www.crunchbase.com/organization/new-business-venture-fund,,0
HAVAÍC,"HAVAÍC advises and invests in early-stage, high-growth businesses, offering access to local investments with global prospects.",https://www.crunchbase.com/organization/havaic-sa,,0
Cibersons,Multinational Tech and Investment Group based in Asunción and San Francisco. We invest in Startups and in other Funds aswell.,https://www.crunchbase.com/organization/cibersons,,0
Taiho Ventures,Taiho Ventures is a company that specializes in the research and development of pharmaceuticals.,https://www.crunchbase.com/organization/taiho-ventures-2,,1
Octave,A founder-centric early-stage fund investing in enterprise data opportunities.,https://www.crunchbase.com/organization/octave-183e,,0
Egypt Ventures,Egypt Ventures  is an investment firm that empowers the entrepreneurial ecosystem by investing in  accelerators.,https://www.crunchbase.com/organization/egypt-ventures,,0
ATOORO FUND,An Israeli investment family fund that targets to support innovative entrepreneurs and assist them in building great global companies.,https://www.crunchbase.com/organization/atooro-fund,,0
BitScale Capital,BitScale Capital is the Investment firm.,https://www.crunchbase.com/organization/bitscale-capital,,0
ICOS Capital Management,ICOS Capital is a professional venture and growth capital investment firm that has invested in over 40 European technology companies.,https://www.crunchbase.com/organization/icoscapital,,0
Schroders Capital,Schroders Capital helps the clients with the management of the investments.,https://www.crunchbase.com/organization/schroders-capital,,0
Velocity Capital Fintech Ventures,Velocity Capital Fintech Ventures invests exclusively in early-stage fintech companies,https://www.crunchbase.com/organization/velocity-capital-fintech-ventures,,1
Oasis Capital,"Oasis Capital, a growth and venture capital firm",https://www.crunchbase.com/organization/oasis-capital,,0
Value Creation Capital,"We invest in revolutionary, innovative deep tech start-ups and scale-ups. Shaping our new tomorrow.",https://www.crunchbase.com/organization/value-creation-company,,0
Edventures,"Edventures is a corporate venture capital that invests in startups specializing in education, culture, and innovative learning solutions.",https://www.crunchbase.com/organization/edventures-6b96,,1
Shield Capital,Shield Capital is a venture capital firm that invests in founders building frontier technologies.,https://www.crunchbase.com/organization/shield-capital,,0
FPV Ventures,FPV Ventures is a venture capital investment firm.,https://www.crunchbase.com/organization/fpv-ventures,,0
FlyCap,FlyCap is a Latvian venture capital fund that provides growth capital for small- and medium-sized enterprises.,https://www.crunchbase.com/organization/flycap,,0
Silicon Valley Syndicate Club,Silicon Valley Syndicate Club is a fund invests in startups.,https://www.crunchbase.com/organization/silicon-valley-syndicate-club,,0
MKB & Technofonds Flevoland,"Techno Fund's mission is to encourage regional, Flevoland economy.",https://www.crunchbase.com/organization/mkb-technofonds-flevoland,,0
Primal Capital,"Primal Capital offers investment, mentoring, and networking opportunities to seed-stage companies.",https://www.crunchbase.com/organization/primal-capital-2,,0
Randstad Innovation Fund,Randstad Innovation Fund is investing in innovative companies that will support Randstad in shaping the world of work.,https://www.crunchbase.com/organization/randstad-innovation-fund,,0
Seven Seas Partners,Seven Seas Partners focuses on the investment of early growth/growth enterprises of IOTH and high-technology.,https://www.crunchbase.com/organization/seven-seas-venture-partners,,1
Taisu Ventures,Taisu Ventures is a venture capital business that invests in and supports early-stage Web 3 firms throughout the world.,https://www.crunchbase.com/organization/taisu-ventures,,1
Enabling Future,Enabling Future is a family office backed Venture Capital firm that provides entrepreneurs with early-stage capital and active support.,https://www.crunchbase.com/organization/enabling-future,,0
Omidyar Technology Ventures,"Omidyar Technology Ventures is a Silicon Valley-based investment firm created and solely funded by eBay founder, Pierre Omidyar.",https://www.crunchbase.com/organization/omidyar-technology-ventures,,0
Chimera Investment,Private investment firm managing a diversified portfolio of listed and unlisted equities on both local and regional markets.,https://www.crunchbase.com/organization/chimera-investment,,0
BOM Brabant Ventures,BOM Brabant Ventures is an investment firm.,https://www.crunchbase.com/organization/bom-brabant-ventures,,0
Limburg Ventures,Limburg Ventures is a venture capital fund that invests in startups in life sciences and related fields of advanced chemicals and materials.,https://www.crunchbase.com/organization/limburg-ventures,,1
Linden Mobile Ventures,"Linden Mobile Ventures invests in mobile and internet start-ups, and sells shares of portfolio companies when they grow.",https://www.crunchbase.com/organization/linden-mobile-ventures,,0
UM6P Ventures,UM6P Ventures is a venture capital investment firm that invests in Science & Innovation.,https://www.crunchbase.com/organization/um6p-ventures,,0
Curiosity VC,Curiosity is a VC firm based in Amsterdam. We support European founders in building AI software companies to serve and change the world.,https://www.crunchbase.com/organization/curiosity-vc,,0
Committed Capital,Committed Capital is an investment fund with a focus on SMEs in the Netherlands with an enterprise value.,https://www.crunchbase.com/organization/soestdijk-capital,,0
